0,1024,1024,0.09644738778513613
0,2048,2048,0.2172651644651645
0,4096,4096,0.41919984008795164
0,8192,8192,0.2003333393037321
0,16384,16384,0.2105646969492547
0,32768,32768,0.21163487714144594
1,1024,1024,0.08601936013125513
1,2048,2048,0.25335572334642104
1,4096,4096,0.44517249980099244
1,8192,8192,0.20976305219628225
1,16384,16384,0.207000102561018
1,32768,32768,0.20862687670898047
